Dir Name,Session Name,File Name,Text
FC03,Session2,0346.txt,Catastrophic economic cutbacks neglect the poor.
FC03,Session2,0342.txt,renter
FC03,Session2,0356.txt,to
FC03,Session2,0381.txt,lender
FC03,Session2,0140.txt,I think I'm full of this stuff.
FC03,Session2,0154.txt,much
FC03,Session2,0168.txt,He played basketball there while working toward a law degree.
FC03,Session2,0183.txt,bill
FC03,Session2,0197.txt,Suddenly my reflexes are gone.
FC03,Session2,0034.txt,nice
FC03,Session2,0020.txt,and
FC03,Session2,0008.txt,dead
FC03,Session2,0236.txt,short
FC03,Session2,0222.txt,snake
FC03,Session2,0223.txt,shop
FC03,Session2,0237.txt,lake
FC03,Session2,0009.txt,People who value themselves are life's winners.
FC03,Session2,0021.txt,hand
FC03,Session2,0035.txt,nut
FC03,Session2,0196.txt,meat
FC03,Session2,0182.txt,sort
FC03,Session2,0169.txt,old
FC03,Session2,0155.txt,toe
FC03,Session2,0141.txt,The little girls cut lacy valentines.
FC03,Session2,0380.txt,coat
FC03,Session2,0357.txt,I loved every minute of it.
FC03,Session2,0343.txt,mock
FC03,Session2,0355.txt,food
FC03,Session2,0341.txt,she
FC03,Session2,0369.txt,neat
FC03,Session2,0382.txt,Worse luck was still to come.
FC03,Session2,0157.txt,meats
FC03,Session2,0143.txt,weep
FC03,Session2,0194.txt,dead
FC03,Session2,0180.txt,snort
FC03,Session2,0023.txt,quicker
FC03,Session2,0037.txt,sink
FC03,Session2,0221.txt,lend
FC03,Session2,0235.txt,eat
FC03,Session2,0209.txt,goose
FC03,Session2,0208.txt,select
FC03,Session2,0234.txt,threat
FC03,Session2,0220.txt,tort
FC03,Session2,0036.txt,rock
FC03,Session2,0022.txt,It's fun to roast marshmallows on a gas burner.
FC03,Session2,0181.txt,Coconut cream pie makes a nice dessert.
FC03,Session2,0195.txt,There was only one decision to be made.
FC03,Session2,0142.txt,goat
FC03,Session2,0156.txt,"tear [as in ""tear in my eye""]"
FC03,Session2,0383.txt,two
FC03,Session2,0368.txt,beam
FC03,Session2,0340.txt,bender
FC03,Session2,0354.txt,beat
FC03,Session1,0359.txt,foxtrot
FC03,Session1,0371.txt,mitten
FC03,Session1,0403.txt,him
FC03,Session1,0365.txt,loyal
FC03,Session1,0173.txt,galore
FC03,Session1,0167.txt,fruit
FC03,Session1,0198.txt,You're used to being on the field.
FC03,Session1,0007.txt,no
FC03,Session1,0013.txt,park
FC03,Session1,0239.txt,pay
FC03,Session1,0205.txt,input/images/story_starters_17.jpg
FC03,Session1,0211.txt,yes
FC03,Session1,0210.txt,sprinkle
FC03,Session1,0204.txt,"xxx
"
FC03,Session1,0238.txt,deer
FC03,Session1,0012.txt,feed
FC03,Session1,0006.txt,"tear [as in ""tear up that paper""]"
FC03,Session1,0199.txt,wish
FC03,Session1,0166.txt,tile
FC03,Session1,0172.txt,charlie
FC03,Session1,0402.txt,blow
FC03,Session1,0364.txt,sitting
FC03,Session1,0370.txt,him
FC03,Session1,0358.txt,nine
FC03,Session1,0366.txt,mush
FC03,Session1,0400.txt,pretty
FC03,Session1,0372.txt,"She wore warm, fleecy, woolen overalls."
FC03,Session1,0399.txt,spark
FC03,Session1,0158.txt,All the big baseball players get traded.
FC03,Session1,0164.txt,fate
FC03,Session1,0170.txt,You'd be better off taking a cold shower.
FC03,Session1,0038.txt,bubble
FC03,Session1,0010.txt,rate
FC03,Session1,0004.txt,[relax your mouth in its normal position]
FC03,Session1,0212.txt,My sister made the flowered curtains.
FC03,Session1,0206.txt,troop
FC03,Session1,0207.txt,four
FC03,Session1,0213.txt,coupe
FC03,Session1,0005.txt,born
FC03,Session1,0011.txt,[say 'OA' as in cOAt in a very low pitch]
FC03,Session1,0039.txt,the
FC03,Session1,0171.txt,steer
FC03,Session1,0165.txt,thigh
FC03,Session1,0159.txt,"through
"
FC03,Session1,0398.txt,side
FC03,Session1,0373.txt,It also provides for funds to clear slums and help colleges build dormitories.
FC03,Session1,0367.txt,"Night after night, they received annoying phone calls."
FC03,Session1,0401.txt,The misguided souls have lost their way.
FC03,Session1,0405.txt,"kilo
"
FC03,Session1,0363.txt,golf
FC03,Session1,0377.txt,echo
FC03,Session1,0388.txt,thought
FC03,Session1,0161.txt,though
FC03,Session1,0175.txt,select
FC03,Session1,0149.txt,Why yell or worry over silly items? 
FC03,Session1,0015.txt,store
FC03,Session1,0001.txt,[say 'Pah-Tah-Kah' repeatedly]
FC03,Session1,0029.txt,storm
FC03,Session1,0217.txt,play
FC03,Session1,0203.txt,"xxx
"
FC03,Session1,0202.txt,"xxx
"
FC03,Session1,0216.txt,delta
FC03,Session1,0028.txt,double
FC03,Session1,0014.txt,down
FC03,Session1,0148.txt,menu
FC03,Session1,0174.txt,suit
FC03,Session1,0160.txt,"xxx
"
FC03,Session1,0389.txt,cart
FC03,Session1,0376.txt,cake
FC03,Session1,0404.txt,no
FC03,Session1,0362.txt,sign
FC03,Session1,0374.txt,It also provides for funds to clear slums and help colleges build dormitories.
FC03,Session1,0360.txt,[relax your mouth in its normal position]
FC03,Session1,0348.txt,top
FC03,Session1,0176.txt,rock
FC03,Session1,0162.txt,Both figures would go higher in later years.
FC03,Session1,0189.txt,prior
FC03,Session1,0002.txt,[say 'Ah-P-Eee' repeatedly]
FC03,Session1,0016.txt,pat
FC03,Session1,0200.txt,lip
FC03,Session1,0214.txt,I just try to do my best.
FC03,Session1,0228.txt,mere
FC03,Session1,0229.txt,mere
FC03,Session1,0215.txt,error
FC03,Session1,0201.txt,near
FC03,Session1,0017.txt,chair
FC03,Session1,0003.txt,[say 'Eee-P-Ah' repeatedly]
FC03,Session1,0188.txt,knew
FC03,Session1,0163.txt,hear
FC03,Session1,0177.txt,slay
FC03,Session1,0349.txt,sell
FC03,Session1,0361.txt,quebec
FC03,Session1,0375.txt,tell
FC03,Session1,0312.txt,Both injuries were to the same leg.
FC03,Session1,0306.txt,five
FC03,Session1,0138.txt,whoop
FC03,Session1,0110.txt,"lead [as in ""I will lead you""]"
FC03,Session1,0104.txt,bug
FC03,Session1,0058.txt,torn
FC03,Session1,0064.txt,raid
FC03,Session1,0070.txt,air
FC03,Session1,0266.txt,The train approached the depot slowly.
FC03,Session1,0272.txt,Alfalfa is healthy for you.
FC03,Session1,0299.txt,pitting
FC03,Session1,0298.txt,Nothing has been done yet to take advantage of the enabling legislation.
FC03,Session1,0273.txt,fill
FC03,Session1,0267.txt,I scrubbed the floors thoroughly.
FC03,Session1,0071.txt,swarm
FC03,Session1,0065.txt,up
FC03,Session1,0059.txt,You wished to know all about my grandfather.
FC03,Session1,0105.txt,"Except in the winter when the ooze or snow or ice prevents,"
FC03,Session1,0111.txt,horn
FC03,Session1,0139.txt,dot
FC03,Session1,0307.txt,input/images/story_starters_22.jpg
FC03,Session1,0313.txt,bit
FC03,Session1,0339.txt,barn
FC03,Session1,0305.txt,at
FC03,Session1,0311.txt,bitten
FC03,Session1,0107.txt,fee
FC03,Session1,0113.txt,[say 'Ah' for 5 seconds]
FC03,Session1,0073.txt,trait
FC03,Session1,0067.txt,glow
FC03,Session1,0098.txt,bit
FC03,Session1,0259.txt,witch
FC03,Session1,0271.txt,fitting
FC03,Session1,0265.txt,back
FC03,Session1,0264.txt,jungle
FC03,Session1,0270.txt,The box contained three sweaters.
FC03,Session1,0258.txt,single
FC03,Session1,0099.txt,grow
FC03,Session1,0066.txt,know
FC03,Session1,0072.txt,stick
FC03,Session1,0112.txt,giving those who observe him a pronounced feeling of the utmost respect.
FC03,Session1,0106.txt,knew
FC03,Session1,0310.txt,hark
FC03,Session1,0304.txt,Day after day some new episode is reported.
FC03,Session1,0338.txt,brawn
FC03,Session1,0300.txt,We rode horseback to the farm.
FC03,Session1,0314.txt,papa
FC03,Session1,0328.txt,"Before Thursday's exam, review every formula."
FC03,Session1,0102.txt,sip
FC03,Session1,0116.txt,[say 'Ah' for 5 seconds]
FC03,Session1,0076.txt,yes
FC03,Session1,0062.txt,feet
FC03,Session1,0089.txt,"A long, flowing beard clings to his chin, "
FC03,Session1,0274.txt,sigh
FC03,Session1,0260.txt,no
FC03,Session1,0248.txt,bad
FC03,Session1,0249.txt,three
FC03,Session1,0261.txt,I feel I can play this weekend.
FC03,Session1,0275.txt,leak
FC03,Session1,0088.txt,sip
FC03,Session1,0063.txt,The quick brown fox jumps over the lazy dog.
FC03,Session1,0077.txt,[relax your mouth in its normal position]
FC03,Session1,0117.txt,"We have often urged him to walk more and smoke less, "
FC03,Session1,0103.txt,left
FC03,Session1,0329.txt,leak
FC03,Session1,0315.txt,fat
FC03,Session1,0301.txt,"When all else fails, use force."
FC03,Session1,0317.txt,start
FC03,Session1,0303.txt,"xxx
"
FC03,Session1,0115.txt,yet he still thinks as swiftly as ever.
FC03,Session1,0101.txt,form
FC03,Session1,0129.txt,floor
FC03,Session1,0061.txt,corn
FC03,Session1,0075.txt,storm
FC03,Session1,0049.txt,"Well, he is nearly ninety-three years old; "
FC03,Session1,0263.txt,air
FC03,Session1,0277.txt,fat
FC03,Session1,0288.txt,hotel
FC03,Session1,0289.txt,written
FC03,Session1,0276.txt,dark
FC03,Session1,0262.txt,cycle
FC03,Session1,0048.txt,stubble
FC03,Session1,0074.txt,car
FC03,Session1,0060.txt,"but he always answers, ""Banana oil!"" "
FC03,Session1,0128.txt,floor
FC03,Session1,0100.txt,go
FC03,Session1,0114.txt,feed
FC03,Session1,0302.txt,eight
FC03,Session1,0316.txt,hum
FC03,Session1,0333.txt,and
FC03,Session1,0327.txt,harp
FC03,Session1,0119.txt,for
FC03,Session1,0131.txt,bear
FC03,Session1,0125.txt,warm
FC03,Session1,0079.txt,swarm
FC03,Session1,0045.txt,tip
FC03,Session1,0051.txt,beat
FC03,Session1,0086.txt,beta
FC03,Session1,0092.txt,trade
FC03,Session1,0247.txt,Will Robin wear a yellow lily? 
FC03,Session1,0253.txt,pat
FC03,Session1,0284.txt,seven
FC03,Session1,0290.txt,The dolphins swam around our boat.
FC03,Session1,0291.txt,lima
FC03,Session1,0285.txt,spain
FC03,Session1,0252.txt,pile
FC03,Session1,0246.txt,briar
FC03,Session1,0093.txt,feet
FC03,Session1,0087.txt,fair
FC03,Session1,0050.txt,dug
FC03,Session1,0044.txt,dagger
FC03,Session1,0078.txt,dark
FC03,Session1,0124.txt,input/images/story_starters_15.jpg
FC03,Session1,0130.txt,cheer
FC03,Session1,0118.txt,"We have often urged him to walk more and smoke less, "
FC03,Session1,0326.txt,chop
FC03,Session1,0332.txt,Alimony harms a divorced man's wealth.
FC03,Session1,0318.txt,Aluminum silverware can often be flimsy.
FC03,Session1,0324.txt,pit
FC03,Session1,0330.txt,It was a good win for us.
FC03,Session1,0126.txt,one
FC03,Session1,0132.txt,I tried to tell people in the community.
FC03,Session1,0052.txt,sheet
FC03,Session1,0046.txt,warm
FC03,Session1,0091.txt,rave
FC03,Session1,0085.txt,jagged
FC03,Session1,0278.txt,hill
FC03,Session1,0250.txt,pot
FC03,Session1,0244.txt,peer
FC03,Session1,0293.txt,take
FC03,Session1,0287.txt,sergeant
FC03,Session1,0286.txt,Students watched as he got out.
FC03,Session1,0292.txt,hat
FC03,Session1,0245.txt,"xxx
"
FC03,Session1,0251.txt,pot
FC03,Session1,0279.txt,hitting
FC03,Session1,0084.txt,"read [as in ""I can read""]"
FC03,Session1,0090.txt,rake
FC03,Session1,0047.txt,trouble
FC03,Session1,0053.txt,usually minus several buttons; 
FC03,Session1,0133.txt,rocks
FC03,Session1,0127.txt,"he dresses himself in an ancient black frock coat, "
FC03,Session1,0331.txt,It was a good win for us.
FC03,Session1,0325.txt,yes
FC03,Session1,0319.txt,Aluminum silverware can often be flimsy.
FC03,Session1,0321.txt,Swing your arm as high as you can.
FC03,Session1,0335.txt,league
FC03,Session1,0309.txt,zero
FC03,Session1,0123.txt,hair
FC03,Session1,0137.txt,droop
FC03,Session1,0057.txt,right
FC03,Session1,0043.txt,two
FC03,Session1,0094.txt,beat
FC03,Session1,0080.txt,swarm
FC03,Session1,0255.txt,The islands are sparsely populated.
FC03,Session1,0241.txt,sway
FC03,Session1,0269.txt,rich
FC03,Session1,0296.txt,He wrapped the package hastily.
FC03,Session1,0282.txt,thorn
FC03,Session1,0283.txt,"If you are losing water, replace it immediately."
FC03,Session1,0297.txt,He wrapped the package hastily.
FC03,Session1,0268.txt,part
FC03,Session1,0240.txt,much
FC03,Session1,0254.txt,suit
FC03,Session1,0081.txt,goat
FC03,Session1,0095.txt,swore
FC03,Session1,0042.txt,bat
FC03,Session1,0056.txt,slip
FC03,Session1,0136.txt,The humidity is overwhelming there.
FC03,Session1,0122.txt,meat
FC03,Session1,0308.txt,knitting
FC03,Session1,0334.txt,much
FC03,Session1,0320.txt,Aluminum silverware can often be flimsy.
FC03,Session1,0336.txt,"split
"
FC03,Session1,0322.txt,A roll of wire lay near the wall.
FC03,Session1,0134.txt,shear
FC03,Session1,0120.txt,trace
FC03,Session1,0108.txt,jacket
FC03,Session1,0040.txt,share
FC03,Session1,0054.txt,"When he speaks, his voice is just a bit cracked and quivers a trifle."
FC03,Session1,0068.txt,weed
FC03,Session1,0083.txt,chair
FC03,Session1,0097.txt,Don't ask me to carry an oily rag like that.
FC03,Session1,0242.txt,Their house is grey and white.
FC03,Session1,0256.txt,loop
FC03,Session1,0281.txt,kitten
FC03,Session1,0295.txt,lair
FC03,Session1,0294.txt,leak
FC03,Session1,0280.txt,pit
FC03,Session1,0257.txt,side
FC03,Session1,0243.txt,Their house is grey and white.
FC03,Session1,0096.txt,farm
FC03,Session1,0082.txt,ship
FC03,Session1,0069.txt,She had your dark suit in greasy wash water all year.
FC03,Session1,0055.txt,"When he speaks, his voice is just a bit cracked and quivers a trifle."
FC03,Session1,0041.txt,race
FC03,Session1,0109.txt,Twice each day he plays skillfully and with zest upon our small organ.
FC03,Session1,0121.txt,floor
FC03,Session1,0135.txt,area
FC03,Session1,0323.txt,It eventually became a rather proud claim.
FC03,Session1,0337.txt,spit
FC03,Session1,0378.txt,at
FC03,Session1,0350.txt,reek
FC03,Session1,0344.txt,"xxx
"
FC03,Session1,0393.txt,Carl lives in a lively home. 
FC03,Session1,0387.txt,juliet
FC03,Session1,0152.txt,forward
FC03,Session1,0146.txt,root
FC03,Session1,0191.txt,sigh
FC03,Session1,0185.txt,"Everything went real smooth, the sheriff said. "
FC03,Session1,0026.txt,he slowly takes a short walk in the open air each day.
FC03,Session1,0032.txt,spark
FC03,Session1,0218.txt,knot
FC03,Session1,0224.txt,shoot
FC03,Session1,0230.txt,[relax your mouth in its normal position]
FC03,Session1,0231.txt,One validated acts of school districts. 
FC03,Session1,0225.txt,fear
FC03,Session1,0219.txt,write
FC03,Session1,0033.txt,gadget
FC03,Session1,0027.txt,knee
FC03,Session1,0184.txt,of
FC03,Session1,0190.txt,Are your grades higher or lower than Nancy's? 
FC03,Session1,0147.txt,pad
FC03,Session1,0153.txt,She is thinner than I am. 
FC03,Session1,0386.txt,november
FC03,Session1,0392.txt,city
FC03,Session1,0345.txt,He further proposed grants of an unspecified sum for experimental hospitals.
FC03,Session1,0351.txt,hem
FC03,Session1,0379.txt,shy
FC03,Session1,0347.txt,heart
FC03,Session1,0353.txt,This is a period of transition for me.
FC03,Session1,0384.txt,darn
FC03,Session1,0390.txt,park
FC03,Session1,0179.txt,Bright sunshine shimmers on the ocean. 
FC03,Session1,0145.txt,we're
FC03,Session1,0151.txt,This was easy for us. 
FC03,Session1,0186.txt,mut
FC03,Session1,0192.txt,tie
FC03,Session1,0019.txt,rage
FC03,Session1,0031.txt,sticks
FC03,Session1,0025.txt,air
FC03,Session1,0233.txt,here
FC03,Session1,0227.txt,sleep
FC03,Session1,0226.txt,ate
FC03,Session1,0232.txt,I was conscious all the time.
FC03,Session1,0024.txt,"read [as in ""I can read""]"
FC03,Session1,0030.txt,storm
FC03,Session1,0018.txt,knew
FC03,Session1,0193.txt,boot
FC03,Session1,0187.txt,Where were you while we were away? 
FC03,Session1,0150.txt,light
FC03,Session1,0144.txt,white
FC03,Session1,0178.txt,sigh
FC03,Session1,0391.txt,seeds
FC03,Session1,0385.txt,I expect we'll bounce back this week.
FC03,Session1,0352.txt,There is a treehouse up above.
FC03,Session1,0346.txt,vat
FC03,Session1,0342.txt,The museum hires musicians every evening.
FC03,Session1,0356.txt,This is not a program of socialized medicine.
FC03,Session1,0381.txt,seed
FC03,Session1,0395.txt,mike
FC03,Session1,0140.txt,"If you destroy confidence in banks, you do something to the economy, he said."
FC03,Session1,0154.txt,She is thinner than I am. 
FC03,Session1,0168.txt,hate
FC03,Session1,0183.txt,bad
FC03,Session1,0197.txt,sigh
FC03,Session1,0034.txt,alpha
FC03,Session1,0020.txt,rage
FC03,Session1,0008.txt,train
FC03,Session1,0236.txt,toot
FC03,Session1,0222.txt,urgent
FC03,Session1,0223.txt,group
FC03,Session1,0237.txt,We gathered shells on the beach.
FC03,Session1,0009.txt,rain
FC03,Session1,0021.txt,sip
FC03,Session1,0035.txt,Grandfather likes to be modern in his language.
FC03,Session1,0196.txt,snoop
FC03,Session1,0182.txt,"tear [as in ""tear in my eye""]"
FC03,Session1,0169.txt,I looked up and noticed two old men.
FC03,Session1,0155.txt,"Two other cases were also under advisement.
"
FC03,Session1,0141.txt,ate
FC03,Session1,0394.txt,oscar
FC03,Session1,0380.txt,bloat
FC03,Session1,0357.txt,witty
FC03,Session1,0343.txt,"xxx
"
FC03,Session1,0355.txt,This is not a program of socialized medicine.
FC03,Session1,0341.txt,The job provides many benefits.
FC03,Session1,0369.txt,The books are very expensive.
FC03,Session1,0396.txt,The little schoolhouse stood empty.
FC03,Session1,0382.txt,brought
FC03,Session1,0157.txt,They carried me off on the stretcher.
FC03,Session1,0143.txt,Mother sews yellow gingham aprons.
FC03,Session1,0194.txt,know
FC03,Session1,0180.txt,Jane may earn more money by working hard. 
FC03,Session1,0023.txt,"read [as in ""I can read""]"
FC03,Session1,0037.txt,range
FC03,Session1,0221.txt,slip
FC03,Session1,0235.txt,slip
FC03,Session1,0209.txt,Nothing is as offensive as innocence. 
FC03,Session1,0208.txt,Just one side got wet.
FC03,Session1,0234.txt,He will allow a rare lie. 
FC03,Session1,0220.txt,write
FC03,Session1,0036.txt,input/images/kitchen.jpg
FC03,Session1,0022.txt,[say 'Eee' in a very high pitch]
FC03,Session1,0181.txt,explore
FC03,Session1,0195.txt,write
FC03,Session1,0142.txt,Mother sews yellow gingham aprons.
FC03,Session1,0156.txt,gnaw
FC03,Session1,0383.txt,I have had my bell rung.
FC03,Session1,0397.txt,witch
FC03,Session1,0368.txt,dart
FC03,Session1,0340.txt,lick
FC03,Session1,0354.txt,six
FC02,Session3,0359.txt,Etiquette mandates compliance with existing regulations.
FC02,Session3,0371.txt,write
FC02,Session3,0417.txt,reap
FC02,Session3,0403.txt,bumper
FC02,Session3,0365.txt,input/images/story_starters_31.jpg
FC02,Session3,0629.txt,There was no confirmation of such massive assaults from independent sources.
FC02,Session3,0615.txt,Look for pockets of black sand.
FC02,Session3,0173.txt,said
FC02,Session3,0167.txt,The pair of shoes was new.
FC02,Session3,0601.txt,We talked about the situation.
FC02,Session3,0832.txt,Mabel
FC02,Session3,0198.txt,rest
FC02,Session3,0826.txt,stall
FC02,Session3,0985.txt,grange
FC02,Session3,0749.txt,waste
FC02,Session3,0991.txt,reserve
FC02,Session3,0761.txt,It was a huge part of my life.
FC02,Session3,0007.txt,papa
FC02,Session3,0013.txt,him
FC02,Session3,0775.txt,Hiring the wife for one's company may win her tax-aided retirement income.
FC02,Session3,0946.txt,shut
FC02,Session3,0952.txt,globe
FC02,Session3,0239.txt,You can ride stagecoach.
FC02,Session3,0205.txt,down
FC02,Session3,0563.txt,ate
FC02,Session3,0577.txt,cash
FC02,Session3,0211.txt,We bought a brown chair.
FC02,Session3,0588.txt,wax
FC02,Session3,0589.txt,fell
FC02,Session3,0576.txt,heat
FC02,Session3,0210.txt,hand
FC02,Session3,0204.txt,in
FC02,Session3,0562.txt,sell
FC02,Session3,0238.txt,yankee
FC02,Session3,0953.txt,grave
FC02,Session3,0947.txt,retract
FC02,Session3,0012.txt,cart
FC02,Session3,0774.txt,each
FC02,Session3,0760.txt,court
FC02,Session3,0006.txt,foxtrot
FC02,Session3,0990.txt,observe
FC02,Session3,0748.txt,pink
FC02,Session3,0984.txt,Cement is measured in cubic yards.
FC02,Session3,0199.txt,A good attitude is unbeatable.
FC02,Session3,0827.txt,spade
FC02,Session3,0833.txt,told
FC02,Session3,0166.txt,xray
FC02,Session3,0600.txt,take
FC02,Session3,0614.txt,I didn't know where they were coming from.
FC02,Session3,0172.txt,fork
FC02,Session3,0628.txt,The prowler wore a ski mask for disguise.
FC02,Session3,0402.txt,five
FC02,Session3,0364.txt,dug
FC02,Session3,0370.txt,reap
FC02,Session3,0416.txt,The golfing fathers ruled in his favor.
FC02,Session3,0358.txt,Trespassers can be prosecuted and fined.
FC02,Session3,0428.txt,Pete
FC02,Session3,0366.txt,geese
FC02,Session3,0400.txt,seven
FC02,Session3,0414.txt,hash
FC02,Session3,0372.txt,dill
FC02,Session3,0399.txt,[relax your mouth in its normal position]
FC02,Session3,0158.txt,meat
FC02,Session3,0602.txt,row
FC02,Session3,0164.txt,tread
FC02,Session3,0170.txt,Help Greg to pick a peck of potatoes.
FC02,Session3,0616.txt,fill
FC02,Session3,0825.txt,street
FC02,Session3,0831.txt,peach
FC02,Session3,0819.txt,bag
FC02,Session3,0992.txt,slid
FC02,Session3,0038.txt,golf
FC02,Session3,0986.txt,lid
FC02,Session3,0776.txt,We must be ready for any needed sacrifice.
FC02,Session3,0010.txt,hark
FC02,Session3,0004.txt,[say 'Ah-P-Eee' repeatedly]
FC02,Session3,0762.txt,tail
FC02,Session3,0951.txt,[relax your mouth in its normal position]
FC02,Session3,0789.txt,paid
FC02,Session3,0945.txt,Primitive tribes have an upbeat attitude.
FC02,Session3,0979.txt,grope
FC02,Session3,0548.txt,We are the largest of the four states.
FC02,Session3,0212.txt,rock
FC02,Session3,0574.txt,add
FC02,Session3,0560.txt,Range was a vital detail.
FC02,Session3,0206.txt,Most young rise early every morning.
FC02,Session3,0561.txt,pill
FC02,Session3,0207.txt,sin
FC02,Session3,0213.txt,quicker
FC02,Session3,0575.txt,had
FC02,Session3,0549.txt,peas
FC02,Session3,0978.txt,rage
FC02,Session3,0944.txt,They either walked or were driven.
FC02,Session3,0788.txt,boot
FC02,Session3,0950.txt,"Displayed as lamps, the puppets delight the children and are decorative accent."
FC02,Session3,0005.txt,[say 'Ah-P-Eee' repeatedly]
FC02,Session3,0763.txt,Porcupines resemble sea urchins.
FC02,Session3,0777.txt,able
FC02,Session3,0011.txt,hitting
FC02,Session3,0039.txt,fill
FC02,Session3,0987.txt,"They could walk, ride on a bus or be driven."
FC02,Session3,0993.txt,bowl
FC02,Session3,0818.txt,bat
FC02,Session3,0830.txt,spray
FC02,Session3,0824.txt,naval
FC02,Session3,0171.txt,glitter
FC02,Session3,0617.txt,see
FC02,Session3,0603.txt,ache
FC02,Session3,0165.txt,shell
FC02,Session3,0159.txt,Nobody really expects to evacuate.
FC02,Session3,0398.txt,I haven't seen that friend for years.
FC02,Session3,0415.txt,Worse luck was still to come.
FC02,Session3,0373.txt,four
FC02,Session3,0367.txt,mill
FC02,Session3,0401.txt,eight
FC02,Session3,0429.txt,Addition and subtraction are learned skills.
FC02,Session3,0405.txt,nine
FC02,Session3,0363.txt,gas
FC02,Session3,0377.txt,foe
FC02,Session3,0411.txt,fit
FC02,Session3,0439.txt,I don't think it's a good idea.
FC02,Session3,0388.txt,I scream to warm up my voice.
FC02,Session3,0161.txt,tango
FC02,Session3,0607.txt,We all sat down and relaxed.
FC02,Session3,0613.txt,hat
FC02,Session3,0175.txt,sip
FC02,Session3,0149.txt,nest
FC02,Session3,0808.txt,fall
FC02,Session3,0820.txt,rat
FC02,Session3,0834.txt,big
FC02,Session3,0015.txt,The books are very expensive.
FC02,Session3,0773.txt,stable
FC02,Session3,0767.txt,hall
FC02,Session3,0001.txt,[say 'Pah-Tah-Kah' repeatedly]
FC02,Session3,0029.txt,bit
FC02,Session3,0997.txt,repress
FC02,Session3,0983.txt,The kat had five kittens.
FC02,Session3,0968.txt,I said I'd put on weight.
FC02,Session3,0954.txt,bust
FC02,Session3,0940.txt,pain
FC02,Session3,0798.txt,Good service should be rewarded by big tips.
FC02,Session3,0571.txt,hail
FC02,Session3,0217.txt,sierra
FC02,Session3,0203.txt,rock
FC02,Session3,0565.txt,The structures housing the apartments are of masonry and frame construction.
FC02,Session3,0559.txt,tall
FC02,Session3,0558.txt,blend
FC02,Session3,0202.txt,Those musicians harmonize marvelously.
FC02,Session3,0564.txt,racks
FC02,Session3,0570.txt,The singer's finger had a splinter.
FC02,Session3,0216.txt,best
FC02,Session3,0799.txt,paint
FC02,Session3,0941.txt,subtract
FC02,Session3,0955.txt,depress
FC02,Session3,0969.txt,lisp
FC02,Session3,0982.txt,train
FC02,Session3,0028.txt,bloat
FC02,Session3,0996.txt,He has played very well.
FC02,Session3,0766.txt,blow
FC02,Session3,0014.txt,The books are very expensive.
FC02,Session3,0772.txt,pole
FC02,Session3,0835.txt,sheet
FC02,Session3,0821.txt,I saw him a few weeks later.
FC02,Session3,0809.txt,mall
FC02,Session3,0148.txt,ship
FC02,Session3,0612.txt,sake
FC02,Session3,0174.txt,one
FC02,Session3,0160.txt,slicker
FC02,Session3,0606.txt,Have no fear if you come alone.
FC02,Session3,0389.txt,rip
FC02,Session3,0438.txt,input/images/story_starters_31r.jpg
FC02,Session3,0376.txt,three
FC02,Session3,0410.txt,ash
FC02,Session3,0404.txt,geese
FC02,Session3,0362.txt,The little girls cut lacy valentines.
FC02,Session3,0412.txt,sheer
FC02,Session3,0374.txt,chop
FC02,Session3,0360.txt,sew
FC02,Session3,0406.txt,six
FC02,Session3,0348.txt,sight
FC02,Session3,0176.txt,bitter
FC02,Session3,0610.txt,air
FC02,Session3,0604.txt,ease
FC02,Session3,0162.txt,He really crucified him; he nailed it for a yard loss.
FC02,Session3,0638.txt,"This, he added, brought about petty jealousies and petty personal grievances."
FC02,Session3,0189.txt,two
FC02,Session3,0837.txt,I like them because they are practical.
FC02,Session3,0823.txt,space
FC02,Session3,0002.txt,[say 'Eee-P-Ah' repeatedly]
FC02,Session3,0764.txt,Challenge each general's intelligence.
FC02,Session3,0770.txt,docks
FC02,Session3,0016.txt,rich
FC02,Session3,0758.txt,pad
FC02,Session3,0980.txt,but
FC02,Session3,0994.txt,list
FC02,Session3,0943.txt,It's hard to tell an original from a forgery.
FC02,Session3,0957.txt,dusk
FC02,Session3,0566.txt,leak
FC02,Session3,0200.txt,Please open the window quickly.
FC02,Session3,0214.txt,four
FC02,Session3,0572.txt,steak
FC02,Session3,0228.txt,"This is a good place, though small."
FC02,Session3,0599.txt,pat
FC02,Session3,0598.txt,"xxx
"
FC02,Session3,0229.txt,nice
FC02,Session3,0215.txt,shoot
FC02,Session3,0573.txt,Now I'm living exactly as I choose.
FC02,Session3,0567.txt,aches
FC02,Session3,0201.txt,He is definitely a notch above us.
FC02,Session3,0956.txt,both
FC02,Session3,0942.txt,That plant needs more water.
FC02,Session3,0995.txt,conserve
FC02,Session3,0981.txt,absurd
FC02,Session3,0759.txt,Continental drift is a geological theory.
FC02,Session3,0771.txt,hail
FC02,Session3,0017.txt,There is a treehouse up above.
FC02,Session3,0003.txt,[relax your mouth in its normal position]
FC02,Session3,0765.txt,torn
FC02,Session3,0822.txt,It's illegal to postdate a check.
FC02,Session3,0188.txt,nut
FC02,Session3,0836.txt,She was not seriously injured.
FC02,Session3,0639.txt,steak
FC02,Session3,0605.txt,The job also covers a number of other items.
FC02,Session3,0163.txt,sheet
FC02,Session3,0177.txt,witch
FC02,Session3,0611.txt,pit
