,dir_name,session_name,file_name,text,Annotation
2245,MC02,Session2,0037.txt,rock,
2246,MC02,Session2,0221.txt,snake,
2247,MC02,Session2,0235.txt,the little girls cut lacy valentines,
2248,MC02,Session2,0209.txt,we selected places where families will be welcome,
2249,MC02,Session2,0208.txt,in,
2250,MC02,Session2,0234.txt,there is definitely some ligament damage in his knee,
2251,MC02,Session2,0220.txt,rid,
2252,MC02,Session2,0036.txt,shell,
2253,MC02,Session2,0022.txt,wicked,
2254,MC02,Session2,0181.txt,sheet,
2255,MC02,Session2,0195.txt,fed,
2256,MC02,Session2,0142.txt,some prefer the traditional steel kind,
2257,MC02,Session2,0156.txt,said,
2258,MC02,Session1,0359.txt,nothing has been done yet to take advantage of the enabling legislation,
2259,MC02,Session1,0371.txt,[relax your mouth in its normal position],
2260,MC02,Session1,0365.txt,much,
2261,MC02,Session1,0173.txt,sway,
2262,MC02,Session1,0167.txt,sigh,
2263,MC02,Session1,0198.txt,shear,
2264,MC02,Session1,0007.txt,jagged,
2265,MC02,Session1,0013.txt,rave,
2266,MC02,Session1,0239.txt,mother sews yellow gingham aprons,
2267,MC02,Session1,0205.txt,hate,
2268,MC02,Session1,0211.txt,knew,
2269,MC02,Session1,0210.txt,the humidity is overwhelming there,
2270,MC02,Session1,0204.txt,bad,
2271,MC02,Session1,0238.txt,yes,
2272,MC02,Session1,0012.txt,dug,
2273,MC02,Session1,0006.txt,he slowly takes a short walk in the open air each day,
2274,MC02,Session1,0199.txt,sigh,
2275,MC02,Session1,0166.txt,witch,
2276,MC02,Session1,0172.txt,tie,
2277,MC02,Session1,0364.txt,kitten,
2278,MC02,Session1,0370.txt,the box contained three sweaters,
2279,MC02,Session1,0358.txt,start,
2280,MC02,Session1,0366.txt,seeds,
2281,MC02,Session1,0372.txt,darn,
2282,MC02,Session1,0158.txt,you're used to being on the field,
2283,MC02,Session1,0164.txt,jungle,
2284,MC02,Session1,0170.txt,you'd be better off taking a cold shower,
2285,MC02,Session1,0038.txt,trait,
2286,MC02,Session1,0010.txt,alpha,
2287,MC02,Session1,0004.txt,[say 'ah-p-eee' repeatedly],
2288,MC02,Session1,0212.txt,floor,
2289,MC02,Session1,0206.txt,dot,
2290,MC02,Session1,0207.txt,fruit,
2291,MC02,Session1,0213.txt,i tried to tell people in the community,
2292,MC02,Session1,0005.txt,[say 'eee' in a very high pitch],
2293,MC02,Session1,0011.txt,sheet,
2294,MC02,Session1,0039.txt,rake,
2295,MC02,Session1,0171.txt,knot,
2296,MC02,Session1,0165.txt,fate,
2297,MC02,Session1,0159.txt,loop,
2298,MC02,Session1,0373.txt,cart,
2299,MC02,Session1,0367.txt,"she wore warm, fleecy, woolen overalls",
2300,MC02,Session1,0363.txt,leak,
2301,MC02,Session1,0377.txt,aluminum silverware can often be flimsy,
2302,MC02,Session1,0388.txt,sign,
2303,MC02,Session1,0161.txt,both figures would go higher in later years,
2304,MC02,Session1,0175.txt,sleep,
2305,MC02,Session1,0149.txt,suit,
2306,MC02,Session1,0015.txt,up,
2307,MC02,Session1,0001.txt,[say 'eee-p-ah' repeatedly],
2308,MC02,Session1,0029.txt,fee,
2309,MC02,Session1,0217.txt,briar,
2310,MC02,Session1,0203.txt,"tear [as in ""tear in my eye""]",
2311,MC02,Session1,0202.txt,root,
2312,MC02,Session1,0216.txt,mut,
2313,MC02,Session1,0028.txt,left,
2314,MC02,Session1,0014.txt,sticks,
2315,MC02,Session1,0148.txt,play,
2316,MC02,Session1,0174.txt,write,
2317,MC02,Session1,0160.txt,menu,
2318,MC02,Session1,0376.txt,alimony harms a divorced man's wealth,
2319,MC02,Session1,0362.txt,both injuries were to the same leg,
2320,MC02,Session1,0374.txt,juliet,
2321,MC02,Session1,0360.txt,hem,
2322,MC02,Session1,0348.txt,thorn,
2323,MC02,Session1,0176.txt,boot,
2324,MC02,Session1,0162.txt,i was conscious all the time,
2325,MC02,Session1,0189.txt,fear,
2326,MC02,Session1,0002.txt,[say 'pah-tah-kah' repeatedly],
2327,MC02,Session1,0016.txt,chair,
2328,MC02,Session1,0200.txt,cycle,
2329,MC02,Session1,0214.txt,delta,
2330,MC02,Session1,0228.txt,will robin wear a yellow lily?,
2331,MC02,Session1,0229.txt,side,
2333,MC02,Session1,0215.txt,slip,
2334,MC02,Session1,0201.txt,pay,
2335,MC02,Session1,0017.txt,knew,
2336,MC02,Session1,0003.txt,[relax your mouth in its normal position],
2337,MC02,Session1,0188.txt,light,
2338,MC02,Session1,0163.txt,this was easy for us,
2339,MC02,Session1,0177.txt,the train approached the depot slowly,
2340,MC02,Session1,0349.txt,spit,
2341,MC02,Session1,0361.txt,the little schoolhouse stood empty,
2342,MC02,Session1,0375.txt,pit,
2343,MC02,Session1,0312.txt,sigh,
2344,MC02,Session1,0306.txt,hark,
2345,MC02,Session1,0110.txt,trace,
2346,MC02,Session1,0104.txt,beat,
2347,MC02,Session1,0058.txt,beta,
2348,MC02,Session1,0064.txt,fair,
2349,MC02,Session1,0070.txt,dark,
2350,MC02,Session1,0266.txt,a roll of wire lay near the wall,
2351,MC02,Session1,0272.txt,alfalfa is healthy for you,
2352,MC02,Session1,0299.txt,league,
2353,MC02,Session1,0298.txt,leak,
2354,MC02,Session1,0273.txt,sergeant,
2355,MC02,Session1,0267.txt,seed,
2356,MC02,Session1,0071.txt,usually minus several buttons;,
2357,MC02,Session1,0065.txt,gadget,
2358,MC02,Session1,0059.txt,knee,
2359,MC02,Session1,0139.txt,pile,
2360,MC02,Session1,0307.txt,him,
2361,MC02,Session1,0313.txt,lima,
2362,MC02,Session1,0339.txt,"when all else fails, use force",
2363,MC02,Session1,0305.txt,lick,
2364,MC02,Session1,0311.txt,foxtrot,
2366,MC02,Session1,0107.txt,spark,
2367,MC02,Session1,0113.txt,bit,
2368,MC02,Session1,0073.txt,warm,
2369,MC02,Session1,0067.txt,[say 'ah' for 5 seconds],
2370,MC02,Session1,0098.txt,share,
2371,MC02,Session1,0259.txt,it was a good win for us,
2372,MC02,Session1,0271.txt,seven,
2373,MC02,Session1,0265.txt,leak,
2374,MC02,Session1,0264.txt,the books are very expensive,
2375,MC02,Session1,0270.txt,mike,
2376,MC02,Session1,0258.txt,pit,
2377,MC02,Session1,0099.txt,form,
2378,MC02,Session1,0066.txt,down,
2379,MC02,Session1,0072.txt,corn,
2380,MC02,Session1,0112.txt,"except in the winter when the ooze or snow or ice prevents,",
2381,MC02,Session1,0106.txt,know,
2382,MC02,Session1,0310.txt,brawn,
2383,MC02,Session1,0304.txt,there is a treehouse up above,
2384,MC02,Session1,0338.txt,chop,
2385,MC02,Session1,0300.txt,cake,
2386,MC02,Session1,0314.txt,it also provides for funds to clear slums and help colleges build dormitories,
2387,MC02,Session1,0328.txt,witch,
2388,MC02,Session1,0102.txt,air,
2389,MC02,Session1,0116.txt,sip,
2390,MC02,Session1,0076.txt,pat,
2391,MC02,Session1,0062.txt,yet he still thinks as swiftly as ever,
2392,MC02,Session1,0089.txt,dagger,
2393,MC02,Session1,0274.txt,this is a period of transition for me,
2394,MC02,Session1,0260.txt,fat,
2395,MC02,Session1,0248.txt,of,
2396,MC02,Session1,0249.txt,tile,
2397,MC02,Session1,0261.txt,eight,
2398,MC02,Session1,0275.txt,quebec,
2399,MC02,Session1,0088.txt,"well, he is nearly ninety-three years old;",
2400,MC02,Session1,0063.txt,"lead [as in ""i will lead you""]",
2401,MC02,Session1,0077.txt,warm,
2402,MC02,Session1,0117.txt,air,
2403,MC02,Session1,0103.txt,bubble,
2404,MC02,Session1,0329.txt,hum,
2405,MC02,Session1,0315.txt,it also provides for funds to clear slums and help colleges build dormitories,
2406,MC02,Session1,0301.txt,barn,
2407,MC02,Session1,0317.txt,swing your arm as high as you can,
2408,MC02,Session1,0303.txt,hill,
2409,MC02,Session1,0115.txt,car,
2410,MC02,Session1,0101.txt,right,
2411,MC02,Session1,0129.txt,are your grades higher or lower than nancy's?,
2413,MC02,Session1,0061.txt,born,
2414,MC02,Session1,0075.txt,farm,
2415,MC02,Session1,0049.txt,goat,
2416,MC02,Session1,0263.txt,he further proposed grants of an unspecified sum for experimental hospitals,
2417,MC02,Session1,0277.txt,the museum hires musicians every evening,
2418,MC02,Session1,0288.txt,day after day some new episode is reported,
2419,MC02,Session1,0289.txt,reek,
2420,MC02,Session1,0276.txt,take,
2421,MC02,Session1,0262.txt,he further proposed grants of an unspecified sum for experimental hospitals,
2422,MC02,Session1,0048.txt,"read [as in ""i can read""]",
2423,MC02,Session1,0074.txt,[say 'oa' as in coat in a very low pitch],
2424,MC02,Session1,0060.txt,bug,
2425,MC02,Session1,0128.txt,just one side got wet,
2426,MC02,Session1,0100.txt,sip,
2427,MC02,Session1,0114.txt,two,
2428,MC02,Session1,0302.txt,the misguided souls have lost their way,
2429,MC02,Session1,0316.txt,papa,
2430,MC02,Session1,0333.txt,carl lives in a lively home,
2431,MC02,Session1,0327.txt,fill,
2432,MC02,Session1,0119.txt,slip,
2433,MC02,Session1,0131.txt,two other cases also were under advisement,
2434,MC02,Session1,0125.txt,droop,
2435,MC02,Session1,0079.txt,stubble,
2436,MC02,Session1,0045.txt,[relax your mouth in its normal position],
2437,MC02,Session1,0051.txt,feet,
2438,MC02,Session1,0086.txt,rage,
2439,MC02,Session1,0092.txt,torn,
2440,MC02,Session1,0247.txt,[relax your mouth in its normal position],
2441,MC02,Session1,0253.txt,"if you destroy confidence in banks, you do something to the economy, he said",
2442,MC02,Session1,0284.txt,spark,
2443,MC02,Session1,0290.txt,city,
2444,MC02,Session1,0291.txt,golf,
2445,MC02,Session1,0285.txt,it eventually became a rather proud claim,
2446,MC02,Session1,0252.txt,"if you destroy confidence in banks, you do something to the economy, he said",
2447,MC02,Session1,0246.txt,no,
2448,MC02,Session1,0093.txt,race,
2449,MC02,Session1,0087.txt,"when he speaks, his voice is just a bit cracked and quivers a trifle",
2450,MC02,Session1,0050.txt,trouble,
2451,MC02,Session1,0044.txt,horn,
2452,MC02,Session1,0078.txt,train,
2453,MC02,Session1,0124.txt,lip,
2454,MC02,Session1,0130.txt,two other cases also were under advisement,
2455,MC02,Session1,0118.txt,storm,
2456,MC02,Session1,0326.txt,thought,
2457,MC02,Session1,0332.txt,i have had my bell rung,
2458,MC02,Session1,0318.txt,hotel,
2460,MC02,Session1,0324.txt,tell,
2461,MC02,Session1,0330.txt,harp,
2462,MC02,Session1,0126.txt,cheer,
2463,MC02,Session1,0132.txt,slay,
2464,MC02,Session1,0052.txt,twice each day he plays skillfully and with zest upon our small organ,
2465,MC02,Session1,0046.txt,"he dresses himself in an ancient black frock coat,",
2466,MC02,Session1,0091.txt,for,
2467,MC02,Session1,0085.txt,park,
2468,MC02,Session1,0278.txt,sitting,
2469,MC02,Session1,0250.txt,they carried me off on the stretcher,
2470,MC02,Session1,0244.txt,she is thinner than i am,
2471,MC02,Session1,0293.txt,echo,
2472,MC02,Session1,0287.txt,"night after night, they received annoying phone calls",
2473,MC02,Session1,0286.txt,it eventually became a rather proud claim,
2474,MC02,Session1,0292.txt,park,
2475,MC02,Session1,0245.txt,sigh,
2476,MC02,Session1,0251.txt,my sister made the flowered curtains,
2477,MC02,Session1,0279.txt,zero,
2478,MC02,Session1,0084.txt,swarm,
2479,MC02,Session1,0090.txt,tip,
2480,MC02,Session1,0047.txt,raid,
2481,MC02,Session1,0053.txt,grandfather likes to be modern in his language,
2482,MC02,Session1,0133.txt,peer,
2483,MC02,Session1,0127.txt,"everything went real smooth, the sheriff said",
2484,MC02,Session1,0331.txt,pitting,
2485,MC02,Session1,0325.txt,written,
2486,MC02,Session1,0321.txt,november,
2487,MC02,Session1,0335.txt,five,
2488,MC02,Session1,0309.txt,hitting,
2489,MC02,Session1,0123.txt,single,
2490,MC02,Session1,0137.txt,why yell or worry over silly items?,
2491,MC02,Session1,0057.txt,"tear [as in ""tear up that paper""]",
2492,MC02,Session1,0043.txt,hair,
2493,MC02,Session1,0094.txt,rate,
2494,MC02,Session1,0080.txt,jacket,
2495,MC02,Session1,0255.txt,shy,
2496,MC02,Session1,0241.txt,we're,
2497,MC02,Session1,0269.txt,"if you are losing water, replace it immediately",
2498,MC02,Session1,0296.txt,hat,
2499,MC02,Session1,0282.txt,nine,
2500,MC02,Session1,0283.txt,lair,
2501,MC02,Session1,0297.txt,and,
2502,MC02,Session1,0268.txt,top,
2503,MC02,Session1,0240.txt,mother sews yellow gingham aprons,
2504,MC02,Session1,0254.txt,suit,
2505,MC02,Session1,0081.txt,range,
2506,MC02,Session1,0095.txt,ship,
2507,MC02,Session1,0042.txt,one,
2508,MC02,Session1,0056.txt,the,
2509,MC02,Session1,0136.txt,though,
2510,MC02,Session1,0122.txt,white,
2511,MC02,Session1,0308.txt,no,
2512,MC02,Session1,0334.txt,at,
2513,MC02,Session1,0320.txt,the dolphins swam around our boat,
2514,MC02,Session1,0336.txt,five,
2516,MC02,Session1,0322.txt,bit,
2517,MC02,Session1,0134.txt,four,
2518,MC02,Session1,0120.txt,stick,
2519,MC02,Session1,0108.txt,"read [as in ""i can read""]",
2520,MC02,Session1,0040.txt,[say 'ah' for 5 seconds],
2521,MC02,Session1,0054.txt,trade,
2522,MC02,Session1,0068.txt,she had your dark suit in greasy wash water all year,
2523,MC02,Session1,0097.txt,beat,
2524,MC02,Session1,0242.txt,charlie,
2525,MC02,Session1,0256.txt,shy,
2526,MC02,Session1,0281.txt,i expect we'll bounce back this week,
2527,MC02,Session1,0295.txt,bloat,
2528,MC02,Session1,0294.txt,six,
2529,MC02,Session1,0280.txt,at,
2530,MC02,Session1,0257.txt,rich,
2531,MC02,Session1,0243.txt,air,
2532,MC02,Session1,0096.txt,"we have often urged him to walk more and smoke less,",
2533,MC02,Session1,0082.txt,you wished to know all about my grandfather,
2534,MC02,Session1,0069.txt,yes,
2535,MC02,Session1,0055.txt,swarm,
2536,MC02,Session1,0041.txt,floor,
2537,MC02,Session1,0109.txt,rain,
2538,MC02,Session1,0121.txt,store,
2539,MC02,Session1,0135.txt,toot,
2540,MC02,Session1,0323.txt,blow,
2541,MC02,Session1,0337.txt,spain,
2542,MC02,Session1,0378.txt,he wrapped the package hastily,
2543,MC02,Session1,0350.txt,sell,
2544,MC02,Session1,0344.txt,bitten,
2545,MC02,Session1,0387.txt,part,
2546,MC02,Session1,0152.txt,forward,
2547,MC02,Session1,0146.txt,i just try to do my best,
2548,MC02,Session1,0191.txt,pad,
2549,MC02,Session1,0185.txt,thigh,
2550,MC02,Session1,0026.txt,chair,
2551,MC02,Session1,0032.txt,don't ask me to carry an oily rag like that,
2552,MC02,Session1,0218.txt,pat,
2553,MC02,Session1,0224.txt,bat,
2554,MC02,Session1,0230.txt,explore,
2555,MC02,Session1,0231.txt,i looked up and noticed two old men,
2556,MC02,Session1,0225.txt,one validated acts of school districts,
2557,MC02,Session1,0219.txt,bear,
2558,MC02,Session1,0033.txt,no,
2559,MC02,Session1,0027.txt,knew,
2560,MC02,Session1,0184.txt,write,
2561,MC02,Session1,0190.txt,wish,
2562,MC02,Session1,0147.txt,back,
2563,MC02,Session1,0153.txt,near,
2564,MC02,Session1,0386.txt,knitting,
2566,MC02,Session1,0345.txt,dark,
2567,MC02,Session1,0351.txt,fitting,
2568,MC02,Session1,0379.txt,the job provides many benefits,
2569,MC02,Session1,0347.txt,fat,
2570,MC02,Session1,0353.txt,him,
2571,MC02,Session1,0384.txt,students watched as he got out,
2572,MC02,Session1,0179.txt,all the big baseball players get traded,
2573,MC02,Session1,0145.txt,we gathered shells on the beach,
2574,MC02,Session1,0151.txt,much,
2575,MC02,Session1,0186.txt,hear,
2576,MC02,Session1,0192.txt,pad,
2577,MC02,Session1,0019.txt,grow,
2578,MC02,Session1,0031.txt,giving those who observe him a pronounced feeling of the utmost respect,
2579,MC02,Session1,0025.txt,weed,
2580,MC02,Session1,0233.txt,nothing is as offensive as innocence,
2581,MC02,Session1,0227.txt,i scrubbed the floors thoroughly,
2582,MC02,Session1,0226.txt,shoot,
2583,MC02,Session1,0232.txt,steer,
2584,MC02,Session1,0024.txt,swore,
2585,MC02,Session1,0030.txt,the quick brown fox jumps over the lazy dog,
2586,MC02,Session1,0018.txt,"a long, flowing beard clings to his chin,",
2587,MC02,Session1,0193.txt,snoop,
2588,MC02,Session1,0187.txt,galore,
2589,MC02,Session1,0150.txt,whoop,
2590,MC02,Session1,0144.txt,know,
2591,MC02,Session1,0178.txt,he will allow a rare lie,
2592,MC02,Session1,0385.txt,witty,
2593,MC02,Session1,0352.txt,mush,
2594,MC02,Session1,0346.txt,brought,
2595,MC02,Session1,0342.txt,oscar,
2596,MC02,Session1,0356.txt,we rode horseback to the farm,
2597,MC02,Session1,0381.txt,dart,
2598,MC02,Session1,0154.txt,rock,
2599,MC02,Session1,0168.txt,ate,
2600,MC02,Session1,0183.txt,slip,
2601,MC02,Session1,0197.txt,ate,
2602,MC02,Session1,0034.txt,storm,
2603,MC02,Session1,0020.txt,glow,
2604,MC02,Session1,0236.txt,here,
2605,MC02,Session1,0222.txt,pot,
2606,MC02,Session1,0223.txt,error,
2607,MC02,Session1,0237.txt,prior,
2608,MC02,Session1,0009.txt,go,
2609,MC02,Session1,0021.txt,double,
2610,MC02,Session1,0035.txt,bat,
2611,MC02,Session1,0196.txt,gnaw,
2612,MC02,Session1,0182.txt,mere,
2613,MC02,Session1,0169.txt,select,
2614,MC02,Session1,0155.txt,sprinkle,
2615,MC02,Session1,0141.txt,the islands are sparsely populated,
2616,MC02,Session1,0380.txt,"before thursday's exam, review every formula",
2617,MC02,Session1,0357.txt,loyal,
2618,MC02,Session1,0343.txt,oscar,
2619,MC02,Session1,0355.txt,heart,
2620,MC02,Session1,0341.txt,pretty,
2621,MC02,Session1,0369.txt,mitten,
2622,MC02,Session1,0382.txt,side,
2623,MC02,Session1,0157.txt,jane may earn more money by working hard,
2624,MC02,Session1,0143.txt,group,
2625,MC02,Session1,0194.txt,coupe,
2626,MC02,Session1,0180.txt,rocks,
2627,MC02,Session1,0023.txt,feet,
2628,MC02,Session1,0037.txt,meat,
2629,MC02,Session1,0221.txt,their house is grey and white,
2630,MC02,Session1,0235.txt,i feel i can play this weekend,
2632,MC02,Session1,0209.txt,where were you while we were away?,
2633,MC02,Session1,0208.txt,troop,
2634,MC02,Session1,0234.txt,nothing is offensive as innocense,
2635,MC02,Session1,0220.txt,bad,
2636,MC02,Session1,0036.txt,sip,
2637,MC02,Session1,0022.txt,"but he always answers, ""banana oil!""",
2638,MC02,Session1,0181.txt,deer,
2639,MC02,Session1,0195.txt,bright sunshine shimmers on the ocean,
2640,MC02,Session1,0142.txt,three,
2641,MC02,Session1,0156.txt,area,
2642,MC02,Session1,0383.txt,this is not a program of socialized medicine,
2643,MC02,Session1,0368.txt,kilo,
2644,MC02,Session1,0340.txt,yes,
2645,MC02,Session1,0354.txt,vat,
2646,MC02,Session1,0140.txt,urgent,
2648,M05,Session1,0122.txt,feed,Auto
2649,M05,Session1,0036.txt,feed,Auto
2650,MC01,Session3,0056.txt,feed,Auto
2651,MC01,Session3,0222.txt,feed,Auto
2652,MC01,Session1,0143.txt,urgent,
2653,MC01,Session3,0359.txt,young and old also got together,
2654,MC01,Session3,0371.txt,bull,
2655,MC01,Session3,0417.txt,paint,
2656,MC01,Session3,0403.txt,hiring the wife for one's company may win her tax-aided retirement income,
2657,MC01,Session3,0365.txt,peach,
2658,MC01,Session3,0173.txt,we know we can score,
2659,MC01,Session3,0167.txt,is,
2660,MC01,Session3,0198.txt,reap,
2661,MC01,Session3,0007.txt,she,
2662,MC01,Session3,0013.txt,bender,
2663,MC01,Session3,0239.txt,handle it any way you have to,
2664,MC01,Session3,0205.txt,steak,
2666,MC01,Session3,0211.txt,harm,
2667,MC01,Session3,0210.txt,are,
2668,MC01,Session3,0204.txt,low,
2669,MC01,Session3,0238.txt,handle it any way you have to,
2670,MC01,Session3,0012.txt,bumper,
2671,MC01,Session3,0006.txt,yet he remains the fiercest of competitors,
2672,MC01,Session3,0199.txt,aid,
2673,MC01,Session3,0166.txt,be prepared for odd behavior from friends,
2674,MC01,Session3,0172.txt,we know we can score,
2675,MC01,Session3,0402.txt,pull,
2676,MC01,Session3,0364.txt,we got married right here,
2677,MC01,Session3,0370.txt,able,
2678,MC01,Session3,0416.txt,space,
2679,MC01,Session3,0366.txt,i soon found myself muttering to the walls,
2680,MC01,Session3,0400.txt,we just sat there giggling,
2681,MC01,Session3,0414.txt,i saw him a few weeks later,
2682,MC01,Session3,0372.txt,we must be ready for any needed sacrifice,
2683,MC01,Session3,0399.txt,it fell out of his pocket,
2684,MC01,Session3,0158.txt,pit,
2685,MC01,Session3,0164.txt,fill,
2686,MC01,Session3,0170.txt,we are the largest of the four states,
2687,MC01,Session3,0038.txt,reef,
2688,MC01,Session3,0010.txt,sea,
2689,MC01,Session3,0004.txt,addition and subtraction are learned skills,
2690,MC01,Session3,0212.txt,hat,
2691,MC01,Session3,0206.txt,add,
2692,MC01,Session3,0213.txt,feet,
2693,MC01,Session3,0005.txt,code,
2694,MC01,Session3,0011.txt,sea,
2695,MC01,Session3,0039.txt,beep,
2696,MC01,Session3,0171.txt,we know we can score,
2697,MC01,Session3,0165.txt,i had no desire to change my ways,
2698,MC01,Session3,0159.txt,peas,
2699,MC01,Session3,0398.txt,wall,
2700,MC01,Session3,0415.txt,so he hides the mayonnaise,
2701,MC01,Session3,0373.txt,final,
2702,MC01,Session3,0367.txt,fall,
2703,MC01,Session3,0401.txt,mall,
2704,MC01,Session3,0405.txt,shawl,
2705,MC01,Session3,0363.txt,mat,
2706,MC01,Session3,0377.txt,bat,
2707,MC01,Session3,0411.txt,all,
2708,MC01,Session3,0388.txt,sat,
2709,MC01,Session3,0161.txt,fat,
2710,MC01,Session3,0175.txt,lip,
2711,MC01,Session3,0149.txt,pat,
2712,MC01,Session3,0015.txt,pete,
2713,MC01,Session3,0001.txt,tea,
2714,MC01,Session3,0029.txt,me,
2715,MC01,Session3,0217.txt,we experience distress and frustration obtaining our degrees,
2716,MC01,Session3,0203.txt,add,
2717,MC01,Session3,0202.txt,chocolate and roses never fail as a romantic gift,
2718,MC01,Session3,0216.txt,end,
2719,MC01,Session3,0028.txt,mock,
2721,MC01,Session3,0014.txt,basketball can be an entertaining sport,
2722,MC01,Session3,0148.txt,now i'm living exactly as i choose,
2723,MC01,Session3,0174.txt,ate,
2724,MC01,Session3,0160.txt,harm,
2725,MC01,Session3,0389.txt,each,
2726,MC01,Session3,0376.txt,fool,
2727,MC01,Session3,0410.txt,it's impossible to deal with bureaucracy,
2728,MC01,Session3,0404.txt,beat,
2729,MC01,Session3,0362.txt,phone,
2730,MC01,Session3,0412.txt,she was not seriously injured,
2731,MC01,Session3,0374.txt,tall,
2732,MC01,Session3,0360.txt,she makes other trips for pleasure,
2733,MC01,Session3,0406.txt,boot,
2734,MC01,Session3,0348.txt,hall,
2735,MC01,Session3,0176.txt,charm,
2736,MC01,Session3,0162.txt,sell,
2737,MC01,Session3,0189.txt,even a simple vocabulary contains symbols,
2738,MC01,Session3,0002.txt,fork,
2739,MC01,Session3,0016.txt,i haven't seen that friend for years,
2740,MC01,Session3,0200.txt,at,
2741,MC01,Session3,0214.txt,it was a great meeting,
2742,MC01,Session3,0228.txt,the family requests that flowers be omitted,
2743,MC01,Session3,0229.txt,ache,
2744,MC01,Session3,0215.txt,rip,
2745,MC01,Session3,0201.txt,munch,
2746,MC01,Session3,0017.txt,see,
2747,MC01,Session3,0003.txt,worse luck was still to come,
2748,MC01,Session3,0188.txt,lies,
2749,MC01,Session3,0163.txt,have no fear if you come alone,
2750,MC01,Session3,0177.txt,leaks,
2751,MC01,Session3,0349.txt,gable,
2752,MC01,Session3,0361.txt,pain,
2753,MC01,Session3,0407.txt,fill that canteen with fresh spring water,
2754,MC01,Session3,0413.txt,it,
2755,MC01,Session3,0375.txt,fable,
2756,MC01,Session3,0312.txt,wack,
2757,MC01,Session3,0306.txt,hid,
2758,MC01,Session3,0138.txt,pet,
2759,MC01,Session3,0110.txt,fat,
2760,MC01,Session3,0104.txt,wax,
2761,MC01,Session3,0058.txt,guess,
2762,MC01,Session3,0064.txt,nice,
2763,MC01,Session3,0070.txt,it requires no big investment,
2764,MC01,Session3,0266.txt,win,
2765,MC01,Session3,0272.txt,was,
2766,MC01,Session3,0299.txt,pant,
2767,MC01,Session3,0298.txt,seed,
2768,MC01,Session3,0273.txt,hail,
2769,MC01,Session3,0267.txt,it was time to go up myself,
2770,MC01,Session3,0071.txt,ape,
2771,MC01,Session3,0065.txt,nine,
2772,MC01,Session3,0059.txt,to,
2773,MC01,Session3,0105.txt,leak,
2774,MC01,Session3,0111.txt,the singer's finger had a splinter,
2775,MC01,Session3,0139.txt,pet,
2776,MC01,Session3,0307.txt,born,
2777,MC01,Session3,0313.txt,court,
2778,MC01,Session3,0339.txt,ladle,
2779,MC01,Session3,0305.txt,she will order the wine,
2780,MC01,Session3,0311.txt,"""cable confirmation"", it said translated",
2781,MC01,Session3,0107.txt,chop,
2782,MC01,Session3,0113.txt,try to work things out,
2783,MC01,Session3,0073.txt,hail,
2784,MC01,Session3,0067.txt,cash,
2785,MC01,Session3,0098.txt,ticks,
2786,MC01,Session3,0259.txt,hall,
2787,MC01,Session3,0271.txt,hash,
2788,MC01,Session3,0265.txt,why,
2789,MC01,Session3,0264.txt,did you eat yet?,
2790,MC01,Session3,0270.txt,whip,
2791,MC01,Session3,0258.txt,pad,
2792,MC01,Session3,0099.txt,knock,
2793,MC01,Session3,0066.txt,[relax your mouth in its normal position],
2794,MC01,Session3,0112.txt,ache,
2795,MC01,Session3,0106.txt,"this, he added, brought about petty jealousies and petty personal grievances",
2796,MC01,Session3,0310.txt,luke,
2797,MC01,Session3,0304.txt,the staff deserves a lot of credit working down here under real obstacles,
2798,MC01,Session3,0338.txt,we got drenched from the uninterrupted rain,
2799,MC01,Session3,0300.txt,had,
2800,MC01,Session3,0314.txt,weave,
2801,MC01,Session3,0328.txt,sort,
2802,MC01,Session3,0102.txt,air,
2803,MC01,Session3,0116.txt,aches,
2804,MC01,Session3,0076.txt,fender,
2805,MC01,Session3,0062.txt,lender,
2806,MC01,Session3,0089.txt,rakes,
2807,MC01,Session3,0274.txt,regular attendance is seldom required,
2808,MC01,Session3,0260.txt,wise,
2809,MC01,Session3,0248.txt,weep,
2810,MC01,Session3,0249.txt,pad,
2811,MC01,Session3,0261.txt,form,
2813,MC01,Session3,0275.txt,the store serves meals every day,
2814,MC01,Session3,0088.txt,bun,
2815,MC01,Session3,0063.txt,hash,
2816,MC01,Session3,0077.txt,food,
2817,MC01,Session3,0117.txt,ate,
2818,MC01,Session3,0103.txt,seed,
2819,MC01,Session3,0329.txt,spring street is straight ahead,
2820,MC01,Session3,0315.txt,last year's gas shortage caused steep price increases,
2821,MC01,Session3,0301.txt,it was a huge part of my life,
2822,MC01,Session3,0317.txt,fork,
2823,MC01,Session3,0303.txt,burn,
2824,MC01,Session3,0115.txt,heat,
2825,MC01,Session3,0101.txt,there was no confirmation of such massive assaults from independent sources,
2826,MC01,Session3,0129.txt,look for pockets of black sand,
2827,MC01,Session3,0061.txt,two,
2828,MC01,Session3,0075.txt,tail,
2829,MC01,Session3,0049.txt,elderly people are often excluded,
2830,MC01,Session3,0263.txt,hand,
2831,MC01,Session3,0277.txt,hall,
2832,MC01,Session3,0288.txt,hail,
2833,MC01,Session3,0289.txt,upgrade your status to reflect your wealth,
2834,MC01,Session3,0276.txt,short,
2835,MC01,Session3,0262.txt,dock,
2836,MC01,Session3,0048.txt,we just didn't look good,
2837,MC01,Session3,0074.txt,dock,
2838,MC01,Session3,0060.txt,beam,
2839,MC01,Session3,0128.txt,look for pockets of black sand,
2840,MC01,Session3,0100.txt,hall,
